food_group_id,country,project,food_article_0,food_article_1,food_article_2,food_article_3,food_article_4,food_article_5,food_article_6,food_article_7,food_article_8,food_article_9,food_article_10,food_article_11,food_article_12,food_article_13,food_article_14,food_article_15,food_article_16,food_article_17,food_article_18,food_article_19,food_article_20,food_article_21,food_article_22,food_article_23,food_article_24,food_article_25,food_article_26,food_article_27,food_article_28,food_article_29,food_article_30,food_label_0,food_label_1,food_label_2,food_label_3,food_label_4,food_label_5,food_label_6,food_label_7,food_label_8,food_label_9,food_label_10,food_label_11,food_label_12,food_label_13,food_label_14,food_label_15,food_label_16,food_label_17,food_label_18,food_label_19,food_label_20,food_label_21,food_label_22,food_label_23,food_label_24
kmeans_augmented_c0_g29,0,food,Paraffin wax,Sorbitol,Human nutrition,Soy milk,Coffee bean,Benzyl alcohol,Colostrum,Plant nutrition,Soybean,Refrigerator,Cereal,Infant formula,Paleolithic diet,Gum arabic,Agar,Vegetable oil,Gmail,Smoke point,Cocoa bean,Amylase,Vinegar,Sunflower oil,Fructose,Starch,Stevia,Theobromine,Gluten-free diet,Cultured meat,Quinine,Healthy diet,Dry ice,food and drink,health,organic compound,processing,food,beverage,health,operate,protein,food additives,nutrition,carbohydrate,effects,chemical formula,food politics,increase,acid,canada,studies,offer,,start,,diet,intake
kmeans_augmented_c6_g20,6,food,Liquorice,Theobroma cacao,Chickpea,Pecan,Bean,Ajwain,Drupe,Achillea millefolium,Ambrosia,Allspice,Black tea,History of tea,Spice,Wasabi,Citron,Coconut,Jackfruit,Horseradish,Rosemary,Cinnamon,Cucurbita,Computer Science,Basmati,Potato,Scoville scale,Brassicaceae,Sweet corn,Tomato,Alphonso (mango),Almond,Caraway,genus,potato,preparation,flowering plant,,plant,plant products,dessert,tree,plants,leaves,,types of food,cultivation,version,seeds,cultivars,flowers,cultivar,fruit,,flora by continent,plants and humans,edible plants,cooking
LDA_c1_g10,1,food,Açaí palm,Wasabi,Phaseolus vulgaris,Cruciferous vegetables,Cabbage,Aronia,Prawn,Tomato,Plant,Avocado,Pomelo,Almond,Cannabis,Basa (fish),Brassicaceae,Painting,Persimmon,Cod,Peach,Hemp oil,Green bean,Japanese spider crab,Sturgeon,Oyster,Camphor,Bay leaf,Scallop,Citron,Liquorice,Sesame,Shrimp,specie,leaves,cultivation,species,plant,flora by continent,genus,,fruit,seed,types of food,,plants,flowering plant,,edible plants,,plants and humans,,seeds,grow,ethnobotany,,family ,
kmeans_plain_c1_g28,1,food,Swedish Fish,Kellogg's,Ronald McDonald,Aldi,Max Headroom (character),Denny's,Chick-fil-A,Starbucks,IHOP,Chipotle Mexican Grill,Archer Daniels Midland,7-Eleven,Supermarket,Bovril,Meijer,Heinz,Monster Energy,Aunt Jemima,Tyson Foods,Colonel Sanders,Hard Rock Cafe,Online food ordering,Wendy's,Kraft Foods,Trader Joe's,Red Bull,Nestlé,Colonel Sanders,Knott's Berry Farm,Meijer,,chain,soft drink,fast food,companies by industry and year of establishment,cultivate,food and drink companies by year of establishment,green,united states,united kingdom,stores,establishments in the united states by year,juice,united,,food product brands,brands,white,locations,marketing,brand,early,company,the coca-cola company,operations,brands
kmeans_augmented_c2_g10,2,food,Jessica Seinfeld,Giada De Laurentiis,Iron Chef,Bed and breakfast,Dom DeLuise,John Torode,Duff Goldman,Sous-vide,The Fat Duck,Ina Garten,Christina Tosi,Flat white,Coffeehouse,Bouncer (doorman),Paula Deen,Sideways,Gregg Wallace,Julia Child,Alice (TV series),My Kitchen Rules,Kitchen,Rachael Ray,Lidia Bastianich,Hairy Bikers,Cheers,Andrew Zimmern,Kimbal Musk,Archie Bunker's Place,Robert Irvine,Restaurant,,california,,london,survivors,people,years,,street,german,restaurant,opened,food network,,kitchen,new york city,award,celebrity chef,note,20th-century births,make,work,,chef,greek,births by decade
kmeans_plain_c1_g0,1,food,Hungry Jack's,Dr Pepper,Gary Vaynerchuk,Grocery store,Minute Maid Park,Tootsie Roll,Meijer,Colonel Sanders,M&M's,Five Guys,Cargill,Nabisco,Convenience store,Crystal Pepsi,Gatorade,3 Musketeers (chocolate bar),McDonald's,Smarties,Howard Schultz,Fast food,Stop & Shop,The Great Atlantic & Pacific Tea Company,Wendy's,SunTrust Banks,Kellogg's,Hairstyle,Mountain Dew,In-N-Out Burger,Red Bull,Amul,Cadbury Creme Egg,,fast food,brands,soft drink,early,companies by industry and year of establishment,food product brands,locations,marketing,united,establishments in the united states by year,united kingdom,cultivate,operations,chain,the coca-cola company,stores,green,brands,white,juice,united states,food and drink companies by year of establishment,brand,company
kmeans_augmented_c1_g5,1,food,Boiled egg,Coq au vin,Israeli cuisine,American Chinese cuisine,Fish sauce,Marmalade,Brioche,Greek cuisine,Eggs Benedict,Granola,Papadum,Congee,Poi (food),Roti,Barbecue sauce,Blush,French toast,Tofu,Turducken,Soul food,Japanese curry,Pemmican,Kofta,Comfort food,Lo mein,Yogurt,Goat,Buffalo mozzarella,Paella,Corn dog,Thanksgiving,pork,bread,cooked,traditional,food and drink by country,,cuisine by country,sea,culture by country,salmon,meat,served,,cheese,range,beef,cuisine,sugar,abalone,cuisine,dishes,preparation,cuisine by region,occur,dish
kmeans_plain_c5_g32,5,food,Ganache,Sandwich,Chorizo,Roti,Russian cuisine,Izakaya,Sourdough,Idli,Panini (sandwich),"Meal, Ready-to-Eat",Gnocchi,Lo mein,Arepa,Baklava,Chinese cuisine,Potato chip,Tempura,Tempeh,Toast sandwich,Air fryer,Doughnut,Mustard (condiment),Tea in the United Kingdom,Thanksgiving,Bangers and mash,Samosa,Naruto,Kimchi,Falafel,Buffet,Amuse-bouche,sea,cheese,cooked,range,,abalone,cuisine by region,,cuisine by country,traditional,preparation,meat,dishes,dish,culture by country,salmon,pork,bread,sugar,served,cuisine,occur,food and drink by country,beef,cuisine
LDA_c1_g40,1,food,Cherry,Caviar,Scallop,Cinnamon,Broccoli,Cashew,Orange (fruit),Lepidium meyenii,Mango,Mantis shrimp,Oyster,Urdu,Cocoa bean,Wasabi,Cicada,Watermelon,Bombyx mori,Curry tree,Flax,Shiso,Lettuce,Coffee bean,Brassica oleracea,Bergamot orange,Tomato,Papaya,Legume,Cabbage,Sturgeon,Cymbopogon,Passiflora edulis,edible plants,,species,,fruit,flora by continent,seeds,leaves,ethnobotany,,,seed,grow,cultivation,,,flowering plant,,genus,plants and humans,types of food,plant,plants,family ,specie
LDA_c3_g8,3,food,Marcus Wareing,Steak and Blowjob Day,Hamburger,Applebee's,Billy Mitchell (video game player),Buffet,Sideways,Burger King,MasterChef Australia,Bed and breakfast,John Torode,Burns supper,Sommelier,Carl's Jr.,Mary Berry,Toast sandwich,EFL Championship,Oktoberfest,Pizza Hut,Ina Garten,Whopper,John Hickenlooper,Outback Steakhouse,Hard Rock Cafe,Gmail,Keith Floyd,Home economics,Michelin Guide,Rick Stein,Ranch,Liebeck v. McDonald's Restaurants,restaurant chain,restaurant,fast food,,restaurants by type,united states,restaurants by century of establishment,menu,new york city,restaurants by time,restaurants by year of establishment,time,city,food,restaurants,,chain,restaurants,new,year,work,locations,,opened,location
kmeans_plain_c1_g13,1,food,Meijer,Liebeck v. McDonald's Restaurants,Bovril,Vegemite,Chiquita Brands International,Nestlé,Domino's Pizza,San Miguel Corporation,Tootsie Roll,SunTrust Banks,Unilever,Archer Daniels Midland,Quality Street (confectionery),Jack in the Box,Kit Kat,Krispy Kreme,Kool-Aid,The Hershey Company,Compass Group,Starbucks,Coca-Cola Enterprises,Panda Express,Gatorade,New Coke,Howard Schultz,The Gods Must Be Crazy,History of McDonald's,Tyson Foods,Naruto,Heinz,Ronald McDonald,brands,juice,soft drink,stores,united,companies by industry and year of establishment,food product brands,brands,united kingdom,operations,locations,chain,brand,fast food,cultivate,company,united states,early,food and drink companies by year of establishment,green,white,,marketing,establishments in the united states by year,the coca-cola company
kmeans_plain_c6_g37,6,food,Pomegranate,Plant,Zucchini,Jackfruit,Naruto,Juniper,Drupe,Spinach,Bhut jolokia,Lychee,Spice,Ambrosia,Spice trade,Synsepalum dulcificum,Lilium,Orchidaceae,Avocado,Cassava,Cashew,Oryza sativa,Poppy seed,Orange (fruit),Pumpkin,Grapefruit–drug interactions,Coffea,Potato,Beetroot,Almond,Meyer lemon,Bell pepper,Maize,genus,,edible plants,cultivar,seeds,plant products,dessert,plant,,potato,leaves,cultivation,version,,cooking,cultivars,flora by continent,fruit,flowering plant,plants and humans,types of food,flowers,preparation,plants,tree
kmeans_plain_c3_g6,3,food,Hops,Mead,Amarone,Moonshine,Negroni,Drambuie,History of beer,Burgundy wine,Bellini (cocktail),Pisco sour,Eucharist,Alcohol proof,Vermouth,Prohibition in the United States,Crown Royal,Tom Collins,Pulque,White Russian (cocktail),Mezcal,Vodka,Pale ale,Barrel (unit),Margarita,Oktoberfest,Lambic,Shot glass,Demeter,Rioja (wine),Apéritif and digestif,Blush,Irish coffee,produced,new york,,place,brewery,wine,cocktail,grapes,bottle,wines,alcohol,describe,beers,alcoholic beverage,,alcoholic drinks by country,wine,,alcoholic drinks,,take,beer,alcohol,episode,fermented drinks
kmeans_plain_c5_g25,5,food,Medieval cuisine,Peruvian cuisine,History of the hamburger,Fudge,Baking,Curry,Turkish cuisine,Pork,Israeli cuisine,French fries,Charcuterie,Italian cuisine,Glutinous rice,Al dente,Soul food,Wedding cake,Brioche,Dessert,Spaghetti,Mayonnaise,Irish cuisine,Korean cuisine,Painting,Bacon,Rutabaga,Couscous,Challah,Dolma,Panini (sandwich),Turkish delight,Worcestershire sauce,,served,cheese,beef,salmon,traditional,cuisine,range,meat,,dish,food and drink by country,cooked,preparation,sea,cuisine by country,bread,culture by country,occur,cuisine,abalone,pork,cuisine by region,sugar,dishes
LDA_c5_g12,5,food,Albertsons,Diageo,PepsiCo,HP Sauce,Maple syrup,Evaporated milk,Jaffa Cakes,Keurig Dr Pepper,Swedish Fish,Amul,Oreo,Ajinomoto,Herbalife Nutrition,Reckitt Benckiser,Condensed milk,Gummy bear,Archer Daniels Midland,3 Musketeers (chocolate bar),Baileys Irish Cream,Stop & Shop,"Mars, Incorporated",Heinz,Cadbury Dairy Milk,Breakfast cereal,Nespresso,Beyond Meat,Chiquita Brands International,United Spirits,Nestlé,Publix,Gmail,products,brands,food product brands,company,,,brand,stores,united kingdom,sell,coca-cola,business,companies by year of establishment,,supermarket,brands by company,food and drink companies by country,the coca-cola company,,market,,united,soft drink,brands,product
kmeans_augmented_c2_g4,2,food,Computer Science,Gregg Wallace,Yotam Ottolenghi,Keith Floyd,Iron Chef,John Torode,Ina Garten,Alton Brown,Chef,Christina Tosi,Kimbal Musk,Party,Alice (TV series),Julia Child,Chef,Sophie Dahl,Cafeteria,Flat white,Yotam Ottolenghi,Gregg Wallace,Giada De Laurentiis,Bouncer (doorman),Christina Tosi,Keith Floyd,Paula Deen,Home economics,Jessica Seinfeld,My Kitchen Rules,Bed and breakfast,Gordon Ramsay,Alton Brown,survivors,20th-century births,,new york city,,work,note,chef,make,births by decade,restaurant,,food network,california,german,celebrity chef,greek,award,kitchen,,opened,years,street,london,people
LDA_c4_g13,4,food,Angostura bitters,Wassail,Ale,Slivovitz,Barrel,History of chocolate,Negroni,Computer Science,Single malt whisky,Jameson Irish Whiskey,Beer,Pulque,Demeter,Gallon,Rakı,Cognac,Champagne,Flat white,Shot glass,Vodka,Fireball Cinnamon Whisky,S.Pellegrino,Prohibition,Kool-Aid,History of beer,Jägermeister,Moonshine,Alcoholic drink,Cider,Microbrewery,Turkish coffee,brewery,,,drug culture,alcohol,produce,,alcoholic drinks,alcohol,beers,,alcoholic drinks by country,,fermented drinks,alcohol by volume,,wine,brewing,drink,,cocktail,beer,,alcoholic beverage,
LDA_c5_g17,5,food,Reckitt Benckiser,Drink can,Lipton,Dole Food Company,Hershey Creamery Company,Compass Group,Unilever,Drinking straw,Dunkin' Donuts,Evaporated milk,Safeway Inc.,Schweppes,Crystal Pepsi,General Mills,7 Up,Kellogg's,Vegemite,Energy drink,Ben & Jerry's,Gummy bear,Herbalife Nutrition,PepsiCo,H-E-B,Vending machine,Woolworths Supermarkets,Coca-Cola Enterprises,Foodpanda,Coors Brewing Company,7-Eleven,Cadbury,Hairstyle,soft drink,,brand,market,business,coca-cola,stores,,brands by company,companies by year of establishment,brands,food product brands,the coca-cola company,brands,sell,united kingdom,product,,food and drink companies by country,company,supermarket,,,products,united
kmeans_augmented_c3_g4,3,food,San Miguel Corporation,Tyson Foods,Dunkin' Donuts,Candy,Albertsons,SunTrust Banks,Quality Street (confectionery),Hungry Jack's,IHOP,Nabisco,Bovril,Gmail,M&M's,Sainsbury's,Ben & Jerry's,A Charlie Brown Christmas,Kit Kat,Barney Rubble,Cadbury Dairy Milk,Dole Food Company,John Hickenlooper,Liebeck v. McDonald's Restaurants,Minute Maid Park,Doritos,Fast food restaurant,Nolan Bushnell,Panera Bread,Convenience store,Breakfast cereal,Grocery store,History of McDonald's,early,juice,brand,united,marketing,brands,establishments in the united states by year,fast food,cultivate,united states,company,companies by industry and year of establishment,green,soft drink,stores,the coca-cola company,chain,operations,food and drink companies by year of establishment,food product brands,brands,,united kingdom,white,locations
LDA_c1_g16,1,food,Abalone,Dromedary,Phytophthora infestans,Rabbit,Asparagus,Chestnut,Lentil,Strawberry,Bean,Amaranth,Cuttlefish,Silkie,Snail,Wild boar,Drupe,Earbuds,Banana,Anise,Tamarind,Kale,Ficus,Meyer lemon,Taraxacum,Guava,Atlantic cod,Macadamia,Crataegus,Parsnip,Sunflower oil,Cowpea,Citrus,,plants,fruit,seed,,plants and humans,,genus,,edible plants,,family ,plant,types of food,species,grow,leaves,seeds,,flowering plant,cultivation,specie,,ethnobotany,flora by continent
kmeans_plain_c6_g19,6,food,Walnut,Brassica oleracea,Fiddlehead fern,Mango,Oryza sativa,Nut (fruit),Grapefruit–drug interactions,Bergamot orange,Coriander,Sweet corn,Alphonso (mango),Spinach,Grape,Lycopene,Ginkgo biloba,Cannabis,Apricot,Cherimoya,Key lime,Edible mushroom,Oat,Portulaca oleracea,Bitter orange,Sesame oil,Asafoetida,Blueberry,Habanero,Brazil nut,Pea,Mathematical Statistics,Turmeric,,cultivation,plants and humans,,genus,flora by continent,cultivar,flowering plant,plant,leaves,cooking,flowers,cultivars,plant products,,preparation,seeds,version,fruit,dessert,potato,tree,plants,types of food,edible plants
LDA_c4_g9,4,food,Slivovitz,Wassail,Moonshine,Prohibition in the United States,Aperol,Gallon,Angostura bitters,Cocktail,Lager,Pint glass,Espresso,Tanqueray,Pulque,Dionysus,Cognac,Mathematical Statistics,Irish coffee,Absolut Vodka,Mai Tai,Rakı,Arak (drink),Margarita,Sake,Drambuie,Jägermeister,Moxie,Ceres (mythology),Buckfast Tonic Wine,Ale,Flat white,Soju,produce,drug culture,alcohol,,wine,fermented drinks,alcohol by volume,,beers,,,drink,brewing,brewery,,cocktail,,alcohol,,alcoholic drinks by country,,alcoholic beverage,alcoholic drinks,beer,
LDA_c2_g39,2,food,Painting,Meringue,Spanish cuisine,Mung bean,Salami,Chowder,Beef Wellington,Tandoori chicken,Crème fraîche,Ice cream,Couscous,Russian cuisine,Eggplant,Manchego,Tempura,Beef bourguignon,Beef Stroganoff,Cornmeal,Lassi,Samosa,Oven,Caraway,Cast-iron cookware,Tajine,Horse meat,Coq au vin,Century egg,Irish cuisine,Air fryer,Apple pie,Jerky,beef,call,served,ingredients,food and drink by country,,cuisine by continent,,bread,food,cuisine,serve,cooked,preparation,,dishes,,cheese,dish,meat,cuisine,pork,cuisine by country,culture by country,rice
LDA_c0_g3,0,food,Green tea,Macaron,Darjeeling tea,Pasty,Hardtack,Tea (meal),Chicken Kiev,History of tea,Bovril,Assam tea,Soul food,Betty Crocker,Japanese tea ceremony,Clotted cream,Tea in the United Kingdom,Spam (food),Tea,Bubble tea,Paddy field,Matcha,Pemmican,Mince pie,Dog meat,Pu'er tea,Samovar,Black tea,Mathematical Statistics,Wedding cake,Treacle,Treacle,History of tea,camellia sinensis,,recipes,cookery,cookery book,,published,,british cuisine,,edition,chinese,cookbooks,books about food and drink,elizabeth david,,books by type,food,cookbook,handbooks and manuals by subject,english,recipe,book,,tea
kmeans_augmented_c1_g26,1,food,Beef Stroganoff,Étouffée,Béarnaise sauce,Chicago-style pizza,Potato chip,Horse meat,Poutine,Tea in the United Kingdom,Casu marzu,Andouille,Smoking (cooking),Salami,Balsamic vinegar,Pho,Clotted cream,Japanese cuisine,Halva,Burns supper,Tofu,Polenta,Borscht,Indian cuisine,Sandwich,Types of cheese,Gmail,Tea (meal),Waffle,Baba ghanoush,Baklava,Bangers and mash,HP Sauce,cheese,beef,range,culture by country,occur,cuisine,,meat,traditional,cuisine by region,food and drink by country,cuisine by country,preparation,sea,cooked,salmon,cuisine,,bread,pork,dishes,sugar,abalone,dish,served
kmeans_augmented_c6_g1,6,food,Wheat,Asparagus,Cherimoya,Bird's eye chili,Tomato,Illicium verum,Gros Michel banana,Assam tea,Parsnip,Lutein,Hazelnut,Carambola,Nut (fruit),Adansonia,Lilium,Walnut,Braces,Salvia officinalis,Almond,Sugarcane,Sesame,Caraway,Guarana,Meyer lemon,Dill,Kudzu,Pomelo,Persimmon,Ginger,History of the potato,Soursop,,dessert,flowering plant,genus,cultivation,tree,,plants and humans,leaves,edible plants,plants,types of food,preparation,flowers,fruit,version,cultivars,,potato,cultivar,seeds,plant,cooking,plant products,flora by continent
kmeans_plain_c2_g7,2,food,Earbuds,Kimbal Musk,Andrew Zimmern,The Great British Bake Off,My Kitchen Rules,Black Dahlia,Aarón Sanchez,Alice (TV series),Auguste Escoffier,Coffeehouse,Michelin Guide,Robert Irvine,Dom DeLuise,86 (term),John Torode,Sous-vide,Cafeteria,Jessica Seinfeld,Thomas Keller,Bed and breakfast,AGA cooker,Nigella Lawson,Rick Stein,Gordon Ramsay,Restaurant,Lidia Bastianich,Jamie Oliver,Yotam Ottolenghi,Duff Goldman,Padma Lakshmi,Giada De Laurentiis,opened,award,births by decade,california,,,20th-century births,london,,new york city,victims,german,make,years,chef,note,greek,,restaurant,work,kitchen,celebrity chef,street,food network,people
LDA_c3_g24,3,food,Ramsay's Kitchen Nightmares,In-N-Out Burger,Five Guys,Carl's Jr.,Archie Bunker's Place,Food Wars!: Shokugeki no Soma,Thanksgiving,Anthony Bourdain: No Reservations,Dairy Queen,Nigella Lawson,Bed and breakfast,Earbuds,Submarine sandwich,Hungry Jack's,Panda Express,Chef,Cuban sandwich,Auguste Escoffier,Milkshake,Chuck E. Cheese's,Sommelier,Wawa (company),Julia Child,Lidia Bastianich,Gordon Ramsay,Black Dahlia,Liebeck v. McDonald's Restaurants,Bouncer (doorman),Leah Chase,Tootsie Roll,A&W Restaurants,city,restaurant chain,work,menu,opened,restaurants,locations,restaurants by century of establishment,restaurants by type,restaurants,chain,united states,new york city,year,new,restaurants by time,,,restaurant,time,fast food,location,restaurants by year of establishment,food,
kmeans_plain_c5_g31,5,food,Haggis,Jerky,Gelato,Spaghetti,Lassi,Bain-marie,Braces,Confectionery,Coq au vin,Balsamic vinegar,Poached egg,Thousand Island dressing,Irish cuisine,Carbonara,Curry,Ketchup,Boiled egg,Baking,French cuisine,Poutine,Sloppy joe,Worcestershire sauce,Injera,Comfort food,Ice cream,Types of cheese,Oatmeal,Manchego,Indian cuisine,Cheese,Poblano,,beef,dish,pork,preparation,occur,culture by country,cheese,range,dishes,sugar,cuisine,served,sea,meat,bread,cuisine,cooked,traditional,cuisine by region,salmon,abalone,cuisine by country,,food and drink by country
LDA_c6_g22,6,food,Veganism,Quinine,Palm oil,Water supply,Nutrition,Stevia,Cereal,Riesling,Grapefruit–drug interactions,Vegetable oil,Colostrum,Baker's yeast,Soybean,Urdu,Fish farming,Smoke point,Atkins diet,Gluten,Gelatin,FODMAP,Guinea pig,Scoville scale,Glutamic acid,Inedia,Dry ice,Goat,Titanium dioxide,Egg as food,Sugar,Foodborne illness,Glycine,water,carbohydrate,,diet,proteins,nutrition,branches of biology,food politics,use,,grapes,protein,produce,vineyards,health,wine,increased,food,,high,levels,organic compound,food and drink,effects,studies
kmeans_plain_c0_g18,0,food,Vanillin,Genetically modified food controversies,Aspartame,Adolf Hitler and vegetarianism,Red meat,Food safety,Kala namak,Lactose intolerance,Titanium dioxide,George Washington Carver,Baking powder,Unsaturated fat,Tocopherol,Sorbitol,Gum arabic,Liquid–liquid extraction,Cooking oil,Dairy,Acetaldehyde,Molasses,Maillard reaction,Olive oil,Human nutrition,Starch,Plastic bag,Phosphoric acid,Methyl salicylate,Oil,Gluten,Mathematical Statistics,Food security,acid,health,carbohydrate,,increase,health,effects,intake,beverage,,operate,chemical formula,protein,start,processing,organic compound,nutrition,food and drink,food politics,studies,offer,diet,food additives,canada,food
kmeans_augmented_c3_g18,3,food,Beyond Meat,Thums Up,Soft drink,Painting,Pizza Hut,Nolan Bushnell,The Gods Must Be Crazy,Benihana,Corn flakes,Olive Garden,Cadbury Creme Egg,Cola,Dr Pepper,Arby's,Minute Maid Park,John Hickenlooper,IHOP,Snickers,Tyson Foods,Crystal Pepsi,Canada Dry,Gummy bear,Cracker Barrel,Swedish Fish,Billy Mitchell (video game player),H-E-B,Baskin-Robbins,Compass Group,Archer Daniels Midland,Tim Hortons,Coca-Cola Enterprises,juice,the coca-cola company,fast food,white,united states,soft drink,early,cultivate,united kingdom,,establishments in the united states by year,marketing,brands,chain,operations,food product brands,brand,united,brands,stores,food and drink companies by year of establishment,company,green,locations,companies by industry and year of establishment
LDA_c2_g7,2,food,Sesame oil,Head cheese,Tempeh,Scrapple,French cuisine,Cheese,Peruvian cuisine,Fruit preserves,Tandoori chicken,Congee,Korean cuisine,Black-eyed pea,Pancake,Waffle,Challah,Falafel,Horseradish,Poblano,Baba ghanoush,Pickled cucumber,Porridge,Pumpernickel,Beetroot,Gelato,Egg foo young,Sloppy joe,Cupcake,Spanish cuisine,Jalapeño,Braces,Sichuan pepper,culture by country,serve,food,served,cheese,meat,dish,call,cuisine by country,cuisine,ingredients,food and drink by country,,,pork,,rice,bread,preparation,beef,,cooked,dishes,cuisine,cuisine by continent
kmeans_augmented_c6_g8,6,food,Typha,Adansonia,Maize,Garlic,Kumquat,Horseradish,Acorn,Eggplant,Computer Science,Pitaya,Annatto,Cucumber,Parsnip,Bamboo,Cucurbita,Mango,Blue Java banana,Momordica charantia,Bhut jolokia,Ambrosia,Agaricus bisporus,Scoville scale,Papaya,Pea,Ginger,Melon,Tamarind,Cannabis,Rice,Cowpea,Phyllanthus emblica,,plants and humans,cultivation,cooking,preparation,potato,plant,genus,plant products,edible plants,flora by continent,flowering plant,seeds,version,,,dessert,types of food,cultivar,flowers,tree,cultivars,fruit,leaves,plants
kmeans_augmented_c6_g32,6,food,Capsicum,Blueberry,Grape,Cowpea,Yuzu,Carambola,Urtica dioica,Agaricus bisporus,Phytophthora infestans,History of the potato,Spice trade,Macadamia,Fenugreek,Cymbopogon,Assam tea,Basmati,Illicium verum,Sesame,Saffron,Taraxacum,Blush,Lettuce,Lingzhi mushroom,Helianthus annuus,Brassicaceae,Vicia faba,Allspice,Potato,Legume,Phaseolus vulgaris,Walnut,edible plants,potato,preparation,dessert,genus,flowering plant,cultivars,plant,types of food,version,,flowers,cooking,,plants,cultivar,tree,plant products,plants and humans,cultivation,leaves,fruit,flora by continent,,seeds
kmeans_plain_c5_g8,5,food,Couscous,Arab cuisine,Baked Alaska,Foie gras,Grilling,Roti,Baozi,Salami,History of the hamburger,Chili con carne,Curry,Meringue,Latte,Caesar salad,Pemmican,Poblano,Polenta,Chutney,Confectionery,Roquefort,Charcuterie,Sauerkraut,Golden syrup,Urdu,Oven,Matzo,Paratha,Russian cuisine,Kofta,Marinara sauce,Congee,cheese,sugar,preparation,cuisine,pork,sea,traditional,served,occur,beef,abalone,culture by country,range,meat,dishes,cuisine,bread,,food and drink by country,cuisine by region,,dish,salmon,cooked,cuisine by country
kmeans_augmented_c3_g11,3,food,Candy,Denny's,Red Bull,Nabisco,Quality Street (confectionery),Horlicks,Lipton,Denny's,Mathematical Statistics,The Gods Must Be Crazy,Dole Food Company,Hard Rock Cafe,Starbucks,Burger King,Quality Street (confectionery),Reckitt Benckiser,History of KFC,Schweppes,Cadbury Creme Egg,Bovril,Corn flakes,Trader Joe's,Gatorade,7-Eleven,Grocery store,Pizza Hut,John Hickenlooper,Gatorade,Tootsie Roll,Panda Express,Safeway Inc.,white,operations,,brand,establishments in the united states by year,locations,united states,food product brands,soft drink,united,early,brands,food and drink companies by year of establishment,fast food,the coca-cola company,cultivate,juice,companies by industry and year of establishment,company,green,chain,marketing,united kingdom,stores,brands
kmeans_augmented_c0_g25,0,food,Gluten,History of chocolate,Xylitol,Glycine,Theophylline,Coffee,Vitamin E,Hazard analysis and critical control points,Orange juice,Adolf Hitler and vegetarianism,Braces,Quorn,Quinine,Nutrition facts label,Junk food,Red meat,Tocopherol,World Food Programme,Taste,Oil,Limonene,Butter,Sulfur dioxide,Astaxanthin,Coconut oil,Ethylenediaminetetraacetic acid,Starch,Acetic acid,Ultra-high-temperature processing,Glutamic acid,Plant nutrition,food additives,food,intake,operate,organic compound,protein,studies,diet,acid,increase,,health,carbohydrate,offer,beverage,canada,start,chemical formula,,food and drink,food politics,processing,nutrition,effects,health
LDA_c6_g31,6,food,Apple cider vinegar,Chewing gum,Juice,Drinking water,Curcumin,Food and Drug Administration,Winemaking,Gmail,Almond milk,Healthy diet,Astaxanthin,Cereal,Water,Maltose,Vitamin,Cooking,Carrageenan,Sodium acetate,Xylitol,Sparkling wine,Acesulfame potassium,Sodium bicarbonate,Baking powder,Aspartame,Low-carbohydrate diet,Milk,Syrah,Atkins diet,Aquaculture,Rioja (wine),Trans fat,grapes,vineyards,levels,diet,food and drink,,health,food politics,carbohydrate,effects,proteins,food,increased,studies,,water,,use,protein,branches of biology,high,organic compound,nutrition,produce,wine
kmeans_plain_c0_g13,0,food,Ketogenic diet,Low-carbohydrate diet,Acetone,Food and Drug Administration,Glycine,Atkins diet,Capsaicin,Chocolate,Theobromine,Induction cooking,Refrigeration,History of coffee,Sugar beet,Benzyl alcohol,Foodborne illness,Gelatin,Decomposition,Environmental impact of meat production,Paraffin wax,Benzaldehyde,Cocoa bean,Infant formula,Taste,Glucose,Starch,Stevia,Naruto,Sodium chloride,Butter,Beta-Carotene,Oligosaccharide,effects,food and drink,chemical formula,beverage,diet,nutrition,organic compound,intake,,food politics,health,operate,carbohydrate,start,food,,canada,processing,protein,food additives,increase,offer,acid,studies,health
kmeans_augmented_c4_g6,4,food,Zinfandel,Bellini (cocktail),Wassail,Gin,Crown Royal,Alcohol proof,Lemonade,Beer,B-52 (cocktail),Aguardiente,Pale ale,Pilsner,Alcohol by volume,Moët & Chandon,Tequila Sunrise (cocktail),Mezcal,Wheat beer,Braces,Scotch whisky,Juniper berry,Prosecco,Stout,Arak (drink),Soju,Pulque,Eucharist,Dionysus,Akvavit,Hops,Kvass,Wine,place,produced,,bottle,take,,episode,cocktail,,new york,brewery,alcoholic beverage,grapes,wine,fermented drinks,,alcohol,describe,wines,beers,alcohol,alcoholic drinks,beer,wine,alcoholic drinks by country
kmeans_plain_c5_g20,5,food,Tempeh,Haggis,Arab cuisine,Tofu,Yogurt,Kofta,Doughnut,Fish sauce,Cheese,Tabasco sauce,Spam (food),California roll,Matzo,Gumbo,Graham cracker,Borscht,Fettuccine Alfredo,HP Sauce,Vegetarianism by country,Peking duck,Evaporated milk,Easter egg,Aspic,Hardtack,Fried chicken,Doneness,Butter chicken,Matcha,Painting,Chinese cuisine,Head cheese,pork,food and drink by country,sugar,bread,cooked,beef,preparation,sea,cuisine,,occur,cheese,meat,range,cuisine by region,dish,culture by country,served,traditional,salmon,abalone,cuisine,cuisine by country,dishes,
